,parcelid,logerror,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,month_buyed,day_buyed,builded_buyed,county
11471,14682921,0.01,,,,1.5,1.0,,,1.5,,,1005.0,1005.0,,,,,6059.0,,1.0,,,,,33704352.0,-117743545.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,1.0,,,,,,,185344.0,358111.0,2015.0,172767.0,6769.14,,,,2,24,1524.0,0
12004,14762125,0.0354,,,,2.5,4.0,,,2.5,,,2522.0,2522.0,,,,,6059.0,,2.0,2.0,507.0,,,33634960.0,-117833472.0,,,,,,,1,261.0,,60590626.141009,52650.0,1286.0,275795.0,96951.0,0.0,,1.0,,,,,,,530770.0,544416.0,2015.0,13646.0,5587.72,,,,2,26,1526.0,0
18482,14685149,-0.0534,,,,2.0,2.0,,,2.0,,,1378.0,1378.0,,,,,6059.0,,2.0,2.0,0.0,,,33706059.0,-117742797.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,193969.0,457386.0,2015.0,263417.0,7909.32,,,,3,23,1553.0,0
19846,14637093,-0.0834,,,,3.0,4.0,,,3.0,,,2117.0,2117.0,,,,,6059.0,,3.0,2.0,0.0,,,33703786.0,-117733862.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,354739.0,729993.0,2015.0,375254.0,11100.32,,,,3,28,1558.0,0
21512,14310905,-0.005,,,,2.5,3.0,,,2.5,,,2268.0,2268.0,,,,,6059.0,,2.0,2.0,427.0,,,33660088.0,-117804958.0,3479.0,,,,,,1,261.0,,60590626.124004,52650.0,1286.0,275824.0,96947.0,0.0,,1.0,,,,,,,389474.0,1215816.0,2015.0,826342.0,12508.3,,,,3,31,1561.0,0
31668,14682987,-0.0101,,,,1.5,1.0,,,1.5,,,1005.0,1005.0,,,,,6059.0,,1.0,,,,,33704352.0,-117743545.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,1.0,,,,,,,181711.0,348777.0,2015.0,167066.0,6677.62,,,,5,3,1593.0,0
35524,14686892,-0.004,,,,2.0,2.0,,,2.0,,,1545.0,1545.0,,,,,6059.0,,2.0,2.0,0.0,,,33698086.0,-117744976.0,,,,,,,1,266.0,,60590524.182004,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,257020.0,507758.0,2015.0,250738.0,8286.78,,,,5,16,1606.0,0
36862,14682954,-0.001,,,,1.5,1.0,,,1.5,,,1005.0,1005.0,,,,,6059.0,,1.0,,,,,33704352.0,-117743545.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,1.0,,,,,,,181711.0,349745.0,2015.0,168034.0,6687.74,,,,5,19,1609.0,0
37841,14685096,-0.0555,,,,3.0,3.0,,,3.0,,,1518.0,1518.0,,,,,6059.0,,3.0,2.0,0.0,,,33706059.0,-117742797.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,207907.0,523172.0,2015.0,315265.0,8594.3,,,,5,23,1613.0,0
40998,14360850,0.0953,,,,3.0,4.0,,,3.0,,,2912.0,2912.0,,,,,6059.0,,3.0,2.0,436.0,,,33640391.0,-117755872.0,4410.0,,,,,,1,261.0,,60590626.213009,52650.0,1286.0,,96952.0,0.0,,,,,,,,,472871.0,1085304.0,2015.0,612433.0,15829.76,,,,6,1,1621.0,0
74577,14649114,-0.0121,,,,3.0,4.0,,,3.0,,,1901.0,1901.0,,,,,6059.0,,3.0,,,,,33623916.0,-117681574.0,,,,,,,1,266.0,,60590320.28201,12773.0,1286.0,,96995.0,0.0,,,,,,,,,241544.0,491802.0,2015.0,250258.0,5087.34,,,,9,9,1719.0,0
75984,14360789,-0.0305,,,,3.0,4.0,,,3.0,,,2459.0,2459.0,,,,,6059.0,,3.0,2.0,457.0,,,33644197.0,-117757863.0,4851.0,,,,,,1,261.0,,60590626.213009,52650.0,1286.0,,96952.0,0.0,,,,,,,,,374763.0,907937.0,2015.0,533174.0,13833.54,,,,9,14,1724.0,0
77099,14722325,-0.002,,,,2.5,2.0,,,2.5,,,1598.0,1598.0,,,,,6059.0,,2.0,2.0,0.0,,,33578836.0,-117727356.0,,,,,,,1,266.0,,60590626.371009,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,,,216271.0,426662.0,2015.0,210391.0,4347.24,,,,9,19,1729.0,0
14192,14683036,-0.0377,,,,2.0,2.0,,,2.0,,,1365.0,1365.0,,,,,6059.0,,2.0,2.0,0.0,,,33704180.0,-117742913.0,,,,,,,1,266.0,,60590524.262,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,239057.0,537404.0,2015.0,298347.0,8636.68,,,,3,4,1894.0,0
24183,14599012,0.0667,,,,2.5,3.0,,,2.5,,,2035.0,2035.0,,,,,6059.0,,2.0,2.0,0.0,,,33705820.0,-117723703.0,,,,,,,1,266.0,,60590524.26207,,1286.0,,96952.0,0.0,,1.0,,,,,,,327579.0,527453.0,2015.0,199874.0,9033.46,,,,4,11,1931.0,0
12055,14762088,0.1832,,,,2.5,3.0,,,2.5,,,2049.0,2049.0,,,,,6059.0,,2.0,2.0,460.0,,,33633712.0,-117837223.0,4565.0,,,,,,1,261.0,,60590626.141009,52650.0,1286.0,275795.0,96951.0,0.0,,1.0,,,,,,,403409.0,420467.0,2015.0,17058.0,4335.0,,,,2,26,2966.0,0
35487,14662207,-0.1393,,,,2.0,2.0,,,2.0,,,1317.0,1317.0,,,,,6059.0,,2.0,1.0,0.0,,,33615915.0,-117931525.0,,,,,,,1,266.0,,60590635.003049,53571.0,1286.0,,96981.0,0.0,,,,,,,,,206664.0,983621.0,2015.0,776957.0,10824.42,,,60376510022007.0,5,16,4126.0,0
50092,14648291,-0.0545,,,,2.0,2.0,,,2.0,,,1293.0,1293.0,,,,,6059.0,,2.0,2.0,0.0,,,33546073.0,-117637812.0,,,,,,,1,266.0,,60590320.592003,52835.0,1286.0,,96998.0,0.0,,,,,,,,,179747.0,388925.0,2015.0,209178.0,5765.32,,,60374033213011.0,6,28,4168.0,0
69512,14662183,-0.0976,,,,2.5,3.0,,,2.5,,,1242.0,1242.0,,,,,6059.0,,2.0,1.0,0.0,,,33616376.0,-117933869.0,,,,,,,1,266.0,,60590635.005021,53571.0,1286.0,,96981.0,0.0,,1.0,,,,,,,180313.0,1136000.0,2015.0,955687.0,12266.3,,,60375439051016.0,8,25,6025.0,0
14801,14700400,-0.0356,,,,2.0,2.0,,,2.0,,,1252.0,1252.0,,,,,6059.0,,2.0,1.0,0.0,,,33883770.0,-117731775.0,,,,,,,1,266.0,,60590218.271017,21412.0,1286.0,,97079.0,0.0,,,,,,,,,194850.0,273226.0,2015.0,78376.0,3707.58,,,,3,8,10178.0,0
75044,14663709,0.0276,,,,1.5,2.0,,,1.5,,,1352.0,1352.0,,,,,6059.0,,1.0,2.0,0.0,,24.0,33917834.0,-117954894.0,,,,,,,34,266.0,,60590013.031005,18874.0,1286.0,,96186.0,5.0,,1.0,,,,,,,110671.0,295748.0,2015.0,185077.0,3607.76,,,,9,12,13602.0,0
16352,14677098,-0.0274,1.0,,,2.0,3.0,,,2.0,,,1401.0,1401.0,,,,,6059.0,,2.0,2.0,0.0,,6.0,33686141.0,-117796344.0,,1.0,,,,1.0,34,266.0,,60590525.113003,52650.0,1286.0,276119.0,96941.0,5.0,,,6.0,,,,1.0,True,126287.0,370448.0,2015.0,244161.0,3892.34,,,,3,15,14145.0,0
37987,14232116,-0.003,,,,2.0,3.0,,,2.0,,,1882.0,1882.0,,,,,6059.0,1.0,2.0,2.0,478.0,,,33809945.0,-117788573.0,6600.0,,,,,,122,261.0,,60590219.171002,33252.0,1286.0,,97067.0,7.0,,,,,,,1.0,,130297.0,335732.0,2015.0,205435.0,7580.14,,,,5,23,14573.0,0
32841,14334939,-0.0619,,,,3.5,2.0,,,3.5,,,3222.0,3222.0,,,,,6059.0,2.0,3.0,2.0,704.0,,,33756756.0,-117776440.0,23100.0,,,,,,122,261.0,,60590756.064004,40081.0,1286.0,,97005.0,9.0,,1.0,,,,,1.0,,249640.0,772464.0,2015.0,522824.0,8797.5,,,60375001001020.0,5,6,17796.0,0
20959,13896678,0.0198,,,,2.0,3.0,,,2.0,,,1127.0,1127.0,,,,,6059.0,,2.0,1.0,264.0,,,33499396.0,-117737806.0,4375.0,,,,,,1,261.0,,60590423.051055,52842.0,1286.0,,96969.0,0.0,,,,,,,,,85776.0,521732.0,2015.0,435956.0,6603.72,,,,3,31,21001.0,0
37603,13876661,0.0198,,,,1.0,2.0,,,1.0,,,1099.0,1099.0,,,,,6059.0,,1.0,1.0,341.0,,,33844686.0,-117930575.0,,,,,,,1,261.0,,60590866.023014,16764.0,1286.0,275695.0,97020.0,0.0,,,,,,,,,43283.0,346793.0,2015.0,303510.0,4285.9,,,,5,20,23570.0,0
6957,14685322,0.002,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33708530.0,-117746479.0,,,,,,,1,266.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,249271.0,686569.0,2015.0,437298.0,10859.54,,,,2,2,,0
8871,14068919,-0.596,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33709783.0,-118048514.0,6932.0,,,,,,1,261.0,,60590994.171055,25218.0,1286.0,,96967.0,0.0,,,,,,,,,890575.0,905938.0,2015.0,15363.0,10223.8,,,,2,11,,0
10011,14273471,0.3591,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33646763.0,-117928749.0,,,,,,,1,261.0,,60590637.012002,38032.0,1286.0,,96959.0,0.0,,,,,,,,,100422.0,259956.0,2015.0,159534.0,4668.2,,,,2,18,,0
10344,14599571,0.0714,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33700372.0,-117729267.0,,,,,,,1,266.0,,60590524.26208,52650.0,1286.0,403196.0,96952.0,0.0,,,,,,,,,205588.0,491358.0,2015.0,285770.0,8389.54,,,,2,19,,0
11870,14663558,0.0178,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33829484.0,-117908707.0,,,,,,,1,266.0,,60590874.011,16764.0,1286.0,275470.0,97024.0,0.0,,,,,,,,,177546.0,436505.0,2015.0,258959.0,5223.28,,,,2,25,,0
13126,14340856,0.0611,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33737292.0,-117759541.0,,,,,,,1,261.0,,60590524.201058,52650.0,1286.0,403127.0,96939.0,0.0,,,,,,,,,593202.0,1449202.0,2015.0,856000.0,23167.78,,,,3,1,,0
13388,14355387,0.0516,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33708228.0,-117742247.0,,,,,,,1,261.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,,,,,,,,,1928.0,2015.0,1928.0,14010.9,,,,3,2,,0
20503,14273473,0.3221,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33646719.0,-117928794.0,,,,,,,1,261.0,,60590637.012002,38032.0,1286.0,,96959.0,0.0,,,,,,,,,100422.0,231709.0,2015.0,131287.0,4377.44,,,,3,30,,0
20577,14367011,0.009,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33670179.0,-117685315.0,,,,,,,1,261.0,,60590524.222,,1286.0,,96962.0,0.0,,,,,,,,,495891.0,786330.0,2015.0,290439.0,8975.32,,,,3,30,,0
20721,14682673,0.0139,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33831801.0,-117912201.0,,,,,,,1,266.0,,60590873.003014,16764.0,1286.0,275695.0,97024.0,0.0,,,,,,,,,222151.0,256779.0,2015.0,34628.0,6307.44,,,,3,30,,0
21597,14174827,-0.2194,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33892000.0,-117887313.0,,,,,,,1,261.0,,60590016.025006,24812.0,1286.0,,97039.0,0.0,,,,,,,,,415331.0,645672.0,2015.0,230341.0,12070.0,,,,3,31,,0
23568,14608594,-0.0398,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33524544.0,-117623651.0,,,,,,,1,266.0,,60590320.612002,52835.0,1286.0,764108.0,96998.0,0.0,,,,,,,,,252092.0,636862.0,2015.0,384770.0,9407.28,,,,4,8,,0
23628,14273474,0.1865,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33646623.0,-117928792.0,,,,,,,1,261.0,,60590637.012002,38032.0,1286.0,,96959.0,0.0,,,,,,,,,100422.0,265733.0,2015.0,165311.0,4739.98,,,,4,8,,0
23950,14663612,0.098,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33829484.0,-117908707.0,,,,,,,1,266.0,,60590874.011,16764.0,1286.0,275470.0,97024.0,0.0,,,,,,,,,170073.0,414383.0,2015.0,244310.0,5050.2,,,,4,8,,0
25418,14366855,-0.0877,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33670799.0,-117684619.0,,,,,,,1,261.0,,60590524.222024,32380.0,1286.0,,96962.0,0.0,,,,,,,,,578479.0,1061045.0,2015.0,482566.0,11163.7,,,,4,14,,0
28767,14272449,0.1553,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33649700.0,-117922000.0,,,,,,,1,261.0,,60590637.025001,38032.0,1286.0,,96959.0,0.0,,,,,,,,,159058.0,247002.0,2015.0,87944.0,4378.06,,,,4,26,,0
32277,14728877,0.004,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33650400.0,-117918000.0,,,,,,,1,266.0,,60590637.021005,38032.0,1286.0,,96965.0,0.0,,,,,,,,,277707.0,586488.0,2015.0,308781.0,6825.8,,,,5,5,,0
32957,13863926,-0.2575,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33659536.0,-117995821.0,,,,,,,1,261.0,,60590993.064007,,1286.0,,96966.0,0.0,,,,,,,,,258406.0,586517.0,2015.0,328111.0,11125.6,,,,5,6,,0
33255,14273472,0.1249,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33646815.0,-117928796.0,,,,,,,1,261.0,,60590637.012002,38032.0,1286.0,,96959.0,0.0,,,,,,,,,100422.0,229672.0,2015.0,129250.0,4355.74,,,,5,9,,0
34943,14707494,-0.2095,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33723568.0,-118051714.0,,,,,,,1,266.0,,60590995.084023,25218.0,1286.0,,96967.0,0.0,,,,,,,,,8328.0,162926.0,2015.0,154598.0,1956.56,,,,5,13,,0
35289,13863925,-0.3188,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33659533.0,-117995821.0,,,,,,,1,261.0,,60590993.064007,,1286.0,,96966.0,0.0,,,,,,,,,258818.0,586929.0,2015.0,328111.0,11131.16,,,,5,16,,0
35584,14460144,0.0334,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33528275.0,-117625125.0,,,,,,,1,261.0,,60590320.612,33840.0,1286.0,,96998.0,0.0,,,,,,,,,430215.0,840097.0,2015.0,409882.0,13579.68,,,,5,16,,0
36765,14272444,0.0497,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33649700.0,-117922000.0,,,,,,,1,261.0,,60590637.025001,38032.0,1286.0,,96959.0,0.0,,,,,,,,,159058.0,247004.0,2015.0,87946.0,4378.1,,,,5,19,,0
39254,13920449,-0.1267,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33806984.0,-118009604.0,,,,,,,1,261.0,,60590878.012,42967.0,1286.0,,96203.0,0.0,,,,,,,,,385570.0,499224.0,2015.0,113654.0,8372.62,,,,5,26,,0
40995,14358700,0.0402,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33696991.0,-117728937.0,,,,,,,1,261.0,,60590524.26208,52650.0,1286.0,403196.0,96952.0,0.0,,,,,,,,,557065.0,1550880.0,2015.0,993815.0,24578.74,,,,6,1,,0
41093,14618521,-0.1324,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33682456.0,-117758301.0,,,,,,,1,266.0,,60590524.184035,52650.0,1286.0,276581.0,96954.0,0.0,,,,,,,,,320653.0,795580.0,2015.0,474927.0,11719.08,,,,6,1,,0
41760,14358694,0.0497,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33697357.0,-117728898.0,,,,,,,1,261.0,,60590524.26208,52650.0,1286.0,403196.0,96952.0,0.0,,,,,,,,,605260.0,1503636.0,2015.0,898376.0,24951.2,,,,6,2,,0
43249,14682667,0.0363,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33832000.0,-117913000.0,,,,,,,1,266.0,,60590873.003014,16764.0,1286.0,275695.0,97024.0,0.0,,,,,,,,,193110.0,422394.0,2015.0,229284.0,5062.88,,,,6,7,,0
52251,14633116,-0.0171,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33694983.0,-117731082.0,,,,,,,1,266.0,,60590524.26208,52650.0,1286.0,403196.0,96952.0,0.0,,,,,,,,,437640.0,832293.0,2015.0,394653.0,14076.48,,,,7,1,,0
53338,14663584,-0.0161,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33829484.0,-117908707.0,,,,,,,1,266.0,,60590874.011,16764.0,1286.0,275470.0,97024.0,0.0,,,,,,,,,173736.0,321191.0,2015.0,147455.0,3912.6,,,,7,7,,0
55002,14277860,-0.0715,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33639931.0,-117941878.0,,,,,,,1,261.0,,60590636.042004,38032.0,1286.0,,96959.0,0.0,,,,,,,,,280350.0,710959.0,2015.0,430609.0,8156.06,,,,7,12,,0
61896,14682687,-0.0492,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33831100.0,-117913000.0,,,,,,,1,266.0,,60590873.003014,16764.0,1286.0,275695.0,97024.0,0.0,,,,,,,,,122084.0,285830.0,2015.0,163746.0,3510.66,,,,8,1,,0
67250,14633102,-0.1532,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33696085.0,-117731017.0,,,,,,,1,266.0,,60590524.26208,52650.0,1286.0,403196.0,96952.0,0.0,,,,,,,,,486276.0,866202.0,2015.0,379926.0,15388.1,,,,8,17,,0
67948,14688127,-0.004,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33829968.0,-118045661.0,,,,,,,1,266.0,,60591101.112013,44833.0,1286.0,,96185.0,0.0,,,,,,,,,191440.0,499688.0,2015.0,308248.0,5837.86,,,,8,19,,0
71406,14682809,0.0788,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33829484.0,-117908707.0,,,,,,,1,266.0,,60590874.011,16764.0,1286.0,275470.0,97024.0,0.0,,,,,,,,,177546.0,421965.0,2015.0,244419.0,5058.0,,,,8,30,,0
73813,14608509,-0.0726,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33526574.0,-117625317.0,,,,,,,1,266.0,,60590320.612,33840.0,1286.0,,96998.0,0.0,,,,,,,,,240229.0,567006.0,2015.0,326777.0,8575.54,,,,9,7,,0
78567,14682821,-0.003,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33829484.0,-117908707.0,,,,,,,1,266.0,,60590874.011,16764.0,1286.0,275470.0,97024.0,0.0,,,,,,,,,109707.0,249900.0,2015.0,140193.0,3102.28,,,,9,22,,0
80674,14367791,2.124,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33673179.0,-117657716.0,,,,,,,1,261.0,,60590524.272,,1286.0,,96962.0,0.0,,,,,,,,,2255544.0,4074029.0,2015.0,1818485.0,43143.7,,,,9,30,,0
85418,13897862,-0.1439,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33433878.0,-117622513.0,7028.0,,,,,,1,261.0,,60590421.071009,13693.0,1286.0,,96982.0,0.0,,,,,,,,,188077.0,590569.0,2015.0,402492.0,10317.98,Y,13.0,,10,14,,0
88655,14707548,0.0469,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33723600.0,-118053000.0,,,,,,,1,266.0,,60590995.084023,25218.0,1286.0,,96967.0,0.0,,,,,,,,,115930.0,420326.0,2015.0,304396.0,4854.28,,,,12,2,,0
